title,released_year,rated_class,run_time,stars,total_ratings,genre,summary
Guillermo del Toro's Pinocchio,2022.0,PG,1h 57m,7.6,111K,Animation|Adventure|Comedy,"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child."
Redemption,2013.0,14A,1h 40m,6.2,77K,Action|Crime|Drama,A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.
Get Smart,2008.0,PG,1h 50m,6.5,228K,Action|Adventure|Comedy,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS."
Silent Night,2021.0,Not Rated,1h 32m,5.7,20K,Comedy|Drama,"Nell, Simon, and their 3 sons are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die."
How to Train Your Dragon: The Hidden World,2019.0,PG,1h 44m,7.4,149K,Animation|Action|Adventure,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek the Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first."
Fatal Attraction,1987.0,PA,1h 59m,6.9,96K,Drama|Thriller,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.
The Contractor,2022.0,14A,1h 43m,5.8,28K,Action|Drama|Thriller,"A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization."
Occupied City,2023.0,PG-13,4h 26m,6.6,346,Documentary|History|War,"The past collides with the present in this excavation of the Nazi occupation of Amsterdam: a journey from World War II to recent years of pandemic and protest and a provocative, life-affirming reflection on memory, time and what's to come."
Lamb,2021.0,14A,1h 46m,6.3,38K,Drama|Fantasy|Horror,A childless couple discovers a mysterious newborn on their farm in Iceland.
"Blood In, Blood Out",1993.0,16+,3h,7.9,34K,Crime|Drama,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
No Reservations,2007.0,PG,1h 44m,6.3,78K,Comedy|Drama|Romance,The life of a top chef changes when she becomes the guardian of her young niece.
The Blair Witch Project,1999.0,14A,1h 21m,6.5,283K,Horror|Mystery,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind."
The Autopsy of Jane Doe,2016.0,14A,1h 26m,6.8,137K,Horror|Mystery|Thriller,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the cause of death of a young woman who was apparently harboring dark secrets."
Green Room,2015.0,14A,1h 35m,7.0,138K,Crime|Drama|Horror,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.
Alien: Resurrection,1997.0,R,1h 49m,6.2,262K,Action|Horror|Sci-Fi,"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth."
Die Another Day,2002.0,13+,2h 13m,6.1,228K,Action|Adventure|Thriller,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon."
Ghostbusters,2016.0,PG,1h 57m,6.8,243K,Action|Comedy|Fantasy,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
Squealer,2023.0,R,1h 40m,3.4,424,Action|Horror|Thriller,"When a local cop and an overzealous social-worker follow clues on missing persons cases around town, stomach-turning discoveries are unearthed on a pig farm, where the town butcher has been slaughtering more than livestock."
Death Becomes Her,1992.0,14A,1h 44m,6.6,130K,Comedy|Fantasy|Horror,"When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival."
Minions: The Rise of Gru,2022.0,PG,1h 27m,6.5,84K,Animation|Adventure|Comedy,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.
Fear,1996.0,18A,1h 37m,6.2,53K,Drama|Thriller,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear."
Lara Croft: Tomb Raider,2001.0,PG,1h 40m,5.8,218K,Action|Adventure|Fantasy,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
Alone,2020.0,R,1h 38m,6.2,27K,Drama|Horror|Mystery,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her."
Wrong Turn,2021.0,16+,1h 49m,5.5,36K,Horror|Thriller,"Friends hiking the Appalachian Trail are confronted by 'The Foundation', a community of people who have lived in the mountains for hundreds of years."
M*A*S*H,1970.0,PA,1h 56m,7.4,77K,Comedy|Drama|War,The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.
Fast X: Part 2,2025.0,,,,,Action|Crime|Thriller,Plot kept under wraps.
Drugstore June,2024.0,,1h 31m,8.0,32,Comedy|Crime|Mystery,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over her ex-boyfriend and become more of an adult."
Die Hard with a Vengeance,1995.0,14A,2h 8m,7.6,406K,Action|Adventure|Thriller,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
Cabin Fever,2002.0,18A,1h 33m,5.6,83K,Horror,"Five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals."
They Live,1988.0,13+,1h 34m,7.2,144K,Action|Horror|Sci-Fi,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.
Dracula Untold,2014.0,14A,1h 32m,6.2,207K,Action|Drama|Fantasy,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom."
Melancholia,2011.0,14A,2h 15m,7.1,195K,Drama|Sci-Fi,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
Deep Rising,1998.0,PG,1h 46m,6.1,41K,Action|Adventure|Horror,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship."
Ant-Man,2015.0,PG,1h 57m,7.2,717K,Action|Comedy|Sci-Fi,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."
Breaking Away,1979.0,PG,1h 41m,7.7,25K,Comedy|Drama|Sport,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.
How to Date Billy Walsh,2024.0,,1h 38m,,,Comedy|Romance,"Follows a pair of childhood friends: Amelia and Archie. Archie has always kept his love for her a secret, but just as he builds up the courage to declare his feelings, Amelia falls for Billy Walsh, the new transfer student."
We Need to Talk About Kevin,2011.0,14A,1h 52m,7.5,167K,Drama|Mystery|Thriller,"Kevin's mother struggles to love her strange child despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined."
The Red Shoes,1948.0,Not Rated,2h 15m,8.1,39K,Drama|Music|Romance,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
Set It Up,2018.0,TV-MA,1h 45m,6.5,63K,Comedy|Romance,Two corporate executive assistants hatch a plan to match-make their two bosses.
The Void,2016.0,18A,1h 30m,5.9,41K,Horror|Mystery|Sci-Fi,"Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures."
The Mighty Ducks,1992.0,G,1h 44m,6.6,71K,Comedy|Drama|Family,A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.
The Dictator,2012.0,14A,1h 23m,6.4,332K,Comedy,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.
Seven Psychopaths,2012.0,18A,1h 50m,7.1,273K,Comedy|Crime,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
Family Switch,2023.0,PG,1h 46m,5.6,25K,Comedy|Family,"When a chance encounter with an astrological reader causes the Walkers to wake up to a full body switch, can they unite to land a promotion, college interview, record deal, and soccer tryout?"
Jupiter Ascending,2015.0,PG,2h 7m,5.3,194K,Action|Adventure|Sci-Fi,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.
Marie Antoinette,2006.0,PG,2h 3m,6.5,121K,Biography|Drama|History,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles."
Enter the Void,2009.0,R,2h 41m,7.2,87K,Drama|Fantasy,"An American drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection."
300: Rise of an Empire,2014.0,18A,1h 42m,6.2,315K,Action|Drama|War,"Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy."
Moonstruck,1987.0,PG,1h 42m,7.2,67K,Comedy|Drama|Romance,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry."
Save the Green Planet!,2003.0,18A,1h 58m,7.2,8.7K,Comedy|Crime|Drama,"Byeong-gu believes that the world is on the verge of an alien invasion, and sets out to save the world."
Goldfinger,1964.0,13+,1h 50m,7.7,201K,Action|Adventure|Thriller,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
Pet Sematary: Bloodlines,2023.0,16+,1h 27m,4.6,10K,Fantasy|Horror,In 1969 a young Jud Crandall and his childhood friends band together to confront an ancient evil that has gripped their hometown of Ludlow.
Palmer,2021.0,14A,1h 50m,7.3,43K,Drama,An ex-convict strikes up a friendship with a boy from a troubled home.
"The Gangster, the Cop, the Devil",2019.0,14A,1h 49m,6.9,22K,Action|Crime|Thriller,A crime boss teams up with a cop to track down a serial killer.
Super 8,2011.0,PG,1h 52m,7.0,366K,Action|Mystery|Sci-Fi,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town."
Straight Outta Compton,2015.0,14A,2h 27m,7.8,217K,Biography|Drama|History,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
Sin City: A Dame to Kill For,2014.0,18A,1h 42m,6.5,170K,Action|Crime|Thriller,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.
Luther: The Fallen Sun,2023.0,14A,2h 9m,6.4,63K,Crime|Drama|Mystery,Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.
The Pod Generation,2023.0,PG-13,1h 50m,5.6,3.3K,Comedy|Romance|Sci-Fi,"In a not-so-distant future, tech giant Pegazus offers couples the opportunity to share their pregnancies via detachable artificial wombs or pods. And so begins Rachel and Alvy's wild ride to parenthood in this brave new world."
